Author,n,Sex,Group,Health,Age_grp,Age_M,Age_SD,Age_SEM,BWgt_M,BWgt_SD,BWgt_SEM,RT_status,RT_yr_min,RT_yr_M,RT_yr_SD,Equipment,Exercise,Upper_Lower,%1RM,Limb,Pace_method,CON_s,ECC_s,Sum_s,Contraction,ECC_CON_Reps_M,ECC_CON_Reps_SD,ECC_CON_Reps_SEM,ECC_CON_Reps_MIN,ECC_CON_Reps_MAX,ECC_CON_1RM_M,ECC_CON_1RM_SD,ECC_CON_1RM_ratio_M,ECC_CON_1RM_ratio_SD,ECC_1RM_M,ECC_1RM_SD,CON_1RM_M,CON_1RM_SD,ABT_Bwgt,ABT_Hgt
Izquierdo.JAP.2006,15,M,G2,Healthy,Adult 18-59,23.9,1.9,,80.5,7.4,,Trained,0.25,,,Smith machine,Bench press,Upper,75,Bilateral,,,,,ECC-CON,9.51,2.46,,,,79.26,9.26,0.985,,,,,,NO,NO
Izquierdo.JAP.2006,13,M,G3,Healthy,Adult 18-59,24.4,2.1,,81.1,7.2,,Trained,0.25,,,Smith machine,Bench press,Upper,75,Bilateral,,,,,ECC-CON,8.69,1.53,,,,79.26,12.73,0.977,,,,,,NO,NO
Izquierdo.JAP.2006,14,M,G1,Healthy,Adult 18-59,24.8,2.9,,81.1,4.2,,Trained,0.25,,,Smith machine,Squat,Lower,75,Bilateral,,,,,ECC-CON,11.16,1.67,,,,169.49,19.07,2.09,,,,,,NO,NO
Izquierdo.JAP.2006,15,M,G2,Healthy,Adult 18-59,23.9,1.9,,80.5,7.4,,Trained,0.25,,,Smith machine,Squat,Lower,75,Bilateral,,,,,ECC-CON,10.05,2.09,,,,169.49,13.77,2.105,,,,,,NO,NO
Izquierdo.JAP.2006,13,M,G3,Healthy,Adult 18-59,24.4,2.1,,81.1,7.2,,Trained,0.25,,,Smith machine,Squat,Lower,75,Bilateral,,,,,ECC-CON,9.91,1.95,,,,170.55,11.65,2.103,,,,,,NO,NO
Jacobs.MSSE.2003,13,M,G1,Healthy,Adult 18-59,,,,72,11,,Trained,,,,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,12.5,5,,,,,,,,,,,,NO,NO
Jacobs.MSSE.2003,13,M,G1,Healthy,Adult 18-59,,,,72,11,,Trained,,,,Smith machine,Bench press,Upper,70,Bilateral,,,,,ECC-CON,12.3,2.9,,,,,,,,,,,,NO,NO
Janicijevic.PLOSone.2021,16,M,G1,Healthy,Adult 18-59,24.3,3.5,,81.1,14,,Trained,,2.4,2.2,Smith machine,Bench press,Upper,85,Bilateral,Max velocity,,,,ECC-CON,8.8,3.3,,,,79.2,21.3,0.977,,,,,,NO,NO
Jenkins.CurrResPhysiol.2021,13,Mixed,G1,Healthy,Adult 18-59,23.3,,1.3,80,,6.5,,,,,Other free weights,Biceps curl,Upper,70,Unilateral,Metronome,1,1,2,ECC-CON,18.83,0.4,,,,,,,,,,,,NO,NO
Jenkins.EJAP.2015,18,Mixed,G1,Healthy,Adult 18-59,,,,,,,Trained,,,,Machine,Knee extension,Lower,80,Unilateral,Metronome,1,1,2,ECC-CON,8.9,2.7,,6,14,,,,,,,,,NO,NO
Jenkins.EJAP.2015,18,Mixed,G1,Healthy,Adult 18-59,,,,,,,Trained,,,,Machine,Knee extension,Lower,30,Unilateral,Metronome,1,1,2,ECC-CON,45.6,14.3,,24,79,,,,,,,,,NO,NO
Jessee.FrontPhysiol.2018,40,Mixed,G1,Healthy,Adult 18-59,21,2,,68.37,11.49,,Untrained,,,,Machine,Knee extension,Lower,42.5,Unilateral,Metronome,1,1,2,ECC-CON,20,1.1,,,,30.3,1.3,0.443,,,,,,NO,NO
Jessee.FrontPhysiol.2018,40,Mixed,G2,Healthy,Adult 18-59,21,2,,68.37,11.49,,Untrained,,,,Machine,Knee extension,Lower,42.5,Unilateral,Metronome,1,1,2,ECC-CON,21,1.1,,,,30,1.3,0.439,,,,,,NO,NO
Jessee.FrontPhysiol.2018,40,Mixed,G3,Healthy,Adult 18-59,21,2,,68.37,11.49,,Untrained,,,,Machine,Knee extension,Lower,42.5,Unilateral,Metronome,1,1,2,ECC-CON,21,1.1,,,,28.6,1.3,0.418,,,,,,NO,NO
Jessee.FrontPhysiol.2018,40,Mixed,G4,Healthy,Adult 18-59,21,2,,68.37,11.49,,Untrained,,,,Machine,Knee extension,Lower,42.5,Unilateral,Metronome,1,1,2,ECC-CON,22,1.1,,,,29.4,1.3,0.43,,,,,,NO,NO
Jessee.PhysiolInt.2019,23,Mixed,G1,Healthy,Adult 18-59,22,2.7,,75.7,17.3,,Trained,0.5,,,Machine,Knee extension,Lower,15,Unilateral,Metronome,1,1,2,ECC-CON,78,18,,,,37.4,11.3,0.494,,,,,,NO,NO
Jessee.PhysiolInt.2019,23,Mixed,G1,Healthy,Adult 18-59,22,2.7,,75.7,17.3,,Trained,0.5,,,Machine,Knee extension,Lower,70,Unilateral,Metronome,1,1,2,ECC-CON,11,3,,,,37.4,11.3,0.494,,,,,,NO,NO
Johannsmeyer.ExpGerontol.2016,14,Mixed,G1,Healthy,Adult 18-59,58,3,,78.3,17.3,,Untrained,,,,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,10.9,4.1,,,,117.5,37,1.501,,,,,,NO,NO
Johannsmeyer.ExpGerontol.2016,14,Mixed,G1,Healthy,Adult 18-59,58,3,,78.3,17.3,,Untrained,,,,Machine,Chest press,Upper,70,Bilateral,,,,,ECC-CON,11.1,2.3,,,,62,27.4,0.792,,,,,,NO,NO
Johannsmeyer.ExpGerontol.2016,17,Mixed,G2,Healthy,Adult 18-59,57.6,5,,81.8,18.9,,Untrained,,,,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,10.6,3.4,,,,117.5,37,1.436,,,,,,NO,NO
Johannsmeyer.ExpGerontol.2016,17,Mixed,G2,Healthy,Adult 18-59,57.6,5,,81.8,18.9,,Untrained,,,,Machine,Chest press,Upper,70,Bilateral,,,,,ECC-CON,15.5,7,,,,62,27.4,0.758,,,,,,NO,NO
Johnson.JSCR.2009,35,M,G1,Healthy,Adult 18-59,21,1.4,,91.7,17.3,,Trained,2,,,Machine,Lat pulldown,Upper,80,Bilateral,,,,,ECC-CON,9.9,2.5,,,,83.6,15.2,0.93,0.17,,,,,NO,NO
Johnson.JSCR.2009,23,F,G2,Healthy,Adult 18-59,20.3,1.8,,68.8,6.2,,Trained,2,,,Machine,Lat pulldown,Upper,80,Bilateral,,,,,ECC-CON,10,2.4,,,,37.5,7.6,0.55,0.11,,,,,NO,NO
Jones.Nutrients.2021,14,F,G1,Healthy,Adult 18-59,23.3,3.9,,64.1,10.4,,Trained,0.5,,,Machine,Leg press,Lower,60,Bilateral,,,,,ECC-CON,35.46,11.98,,19,50,249.5,48.6,3.892,,,,,,NO,NO
Jordan.MSSE.2004,27,M,G1,Healthy,Adult 18-59,28.6,,7.7,91.6,12.6,,Trained,1,,,Machine,Chest press,Upper,70,Bilateral,,,,,ECC-CON,13.77,,1.2,,,123.3,7.4,1.346,,,,,,NO,NO
Jordan.MSSE.2004,27,M,G2,Healthy,Adult 18-59,29.6,,7.2,82.1,7.9,,Trained,1,,,Machine,Chest press,Upper,70,Bilateral,,,,,ECC-CON,13.56,,1.4,,,114.6,11.6,1.396,,,,,,NO,NO
Jordan.MSSE.2004,27,M,G3,Healthy,Adult 18-59,28.8,,6,88.9,13.6,,Trained,1,,,Machine,Chest press,Upper,70,Bilateral,,,,,ECC-CON,14.89,,1.3,,,117.78,7.4,1.325,,,,,,NO,NO
Kanitz.ExpGerontol.2015,16,M,G1,Healthy,Elderly >59,66,4.96,,78.46,11.57,,Untrained,,,,Machine,Knee flexion,Lower,60,Unilateral,Metronome,1.5,1.5,3,ECC-CON,11,1,,,,21,5.84,0.841,,,,,,NO,NO
Kanitz.ExpGerontol.2015,18,M,G2,Healthy,Elderly >59,64.37,3.61,,82.23,14.54,,Untrained,,,,Machine,Knee flexion,Lower,60,Unilateral,Metronome,1.5,1.5,3,ECC-CON,11,1,,,,18.94,3.89,0.783,,,,,,NO,NO
Kanitz.ExpGerontol.2015,16,M,G1,Healthy,Elderly >59,66,4.96,,78.46,11.57,,Untrained,,,,Machine,Knee extension,Lower,60,Unilateral,Metronome,1.5,1.5,3,ECC-CON,12,1,,,,52.61,6.44,0.841,,,,,,NO,NO
Kanitz.ExpGerontol.2015,18,M,G2,Healthy,Elderly >59,64.37,3.61,,82.23,14.54,,Untrained,,,,Machine,Knee extension,Lower,60,Unilateral,Metronome,1.5,1.5,3,ECC-CON,11,2,,,,51.47,10.6,0.783,,,,,,NO,NO
Karayigit.IntJEnvironResPublicHealth.2021,16,F,G1,Healthy,Adult 18-59,20,1,,67,4,,Trained,1,,,,Bench press,Upper,40,Bilateral,Metronome,2,2,4,ECC-CON,37.97,,,,,74.63,,1.114,,,,,,YES,YES
Karayigit.JIntSocSportsNutr.2021,13,M,G1,Healthy,Adult 18-59,24,3,,84,8,,Trained,,5,1,Smith machine,Squat,Lower,40,Bilateral,Metronome,2,2,4,ECC-CON,40.77,6.15,,,,156.43,15,1.862,,,,,,NO,NO
Karayigit.JIntSocSportsNutr.2021,13,M,G1,Healthy,Adult 18-59,24,3,,84,8,,Trained,,5,1,Smith machine,Bench press,Upper,40,Bilateral,Metronome,2,2,4,ECC-CON,33.75,4.79,,,,103.9,11.1,1.236,,,,,,NO,NO
Karayigit.JIntSocSportsNutr.2021,14,F,G2,Healthy,Adult 18-59,21,1,,68,6,,Trained,,3,1,Smith machine,Squat,Lower,40,Bilateral,Metronome,2,2,4,ECC-CON,34.23,5.77,,,,97.9,8.6,1.439,,,,,,NO,NO
Karayigit.JIntSocSportsNutr.2021,14,F,G2,Healthy,Adult 18-59,21,1,,68,6,,Trained,,3,1,Smith machine,Bench press,Upper,40,Bilateral,Metronome,2,2,4,ECC-CON,22.02,2.63,,,,64.5,5,0.949,,,,,,NO,NO
Karayigit.Nutrients.2021,14,M,G1,Healthy,Adult 18-59,23,2,,83,4,,Trained,,3,,,Bench press,Upper,60,Bilateral,Metronome,2,2,4,ECC-CON,23.78,5.41,,,,94.1,18.6,1.179,,,,,,YES,YES
Karayigit.Nutrients.2021,17,F,G1,Healthy,Adult 18-59,23,2,,64,4,,Trained,,4,1,Smith machine,Squat,Lower,40,Bilateral,Metronome,2,2,4,ECC-CON,31.37,5.05,,,,92,7.1,1.438,,,,,,YES,YES
Karayigit.Nutrients.2021,17,F,G1,Healthy,Adult 18-59,23,2,,64,4,,Trained,,4,1,Barbell,Bench press,Upper,40,Bilateral,Metronome,2,2,4,ECC-CON,24.42,4.63,,,,64.5,8.3,1.008,,,,,,YES,YES
Karayigit.Nutrients.2022,16,M,G1,Healthy,Adult 18-59,25,3,,86,3,,Trained,,5,1,,Bench press,Upper,40,Bilateral,Metronome,2,2,4,ECC-CON,26.78,4.77,,,,106,16,1.233,,,,,,YES,YES
Karayigit.Nutrients.2022,16,M,G1,Healthy,Adult 18-59,25,3,,86,3,,Trained,,5,1,,Bench press,Upper,80,Bilateral,Metronome,2,2,4,ECC-CON,7.95,2.12,,,,106,16,1.233,,,,,,YES,YES
Kelly.JSCR.2015,30,M,G1,Healthy,Adult 18-59,24.63,5.6,,83.72,11.43,,Trained,1,,,Barbell,Bench press,Upper,60,Bilateral,Metronome,3,3,6,ECC only,30.05,10.28,,,,,,,,115.99,31.08,93.56,26.56,NO,NO
Kelly.JSCR.2015,30,M,G1,Healthy,Adult 18-59,24.63,5.6,,83.72,11.43,,Trained,1,,,Barbell,Bench press,Upper,70,Bilateral,Metronome,3,3,6,ECC only,18.37,5.14,,,,,,,,115.99,31.08,93.56,26.56,NO,NO
Kelly.JSCR.2015,30,M,G1,Healthy,Adult 18-59,24.63,5.6,,83.72,11.43,,Trained,1,,,Barbell,Bench press,Upper,80,Bilateral,Metronome,3,3,6,ECC only,12.46,3.89,,,,,,,,115.99,31.08,93.56,26.56,NO,NO
Kelly.JSCR.2015,30,M,G1,Healthy,Adult 18-59,24.63,5.6,,83.72,11.43,,Trained,1,,,Barbell,Bench press,Upper,90,Bilateral,Metronome,3,3,6,ECC only,7.63,3.27,,,,,,,,115.99,31.08,93.56,26.56,NO,NO
Kelly.JSCR.2015,30,M,G1,Healthy,Adult 18-59,24.63,5.6,,83.72,11.43,,Trained,1,,,Barbell,Bench press,Upper,60,Bilateral,Metronome,3,3,6,CON only,26.63,9.5,,,,,,,,115.99,31.08,93.56,26.56,NO,NO
Kelly.JSCR.2015,30,M,G1,Healthy,Adult 18-59,24.63,5.6,,83.72,11.43,,Trained,1,,,Barbell,Bench press,Upper,70,Bilateral,Metronome,3,3,6,CON only,17.44,6.38,,,,,,,,115.99,31.08,93.56,26.56,NO,NO
Kelly.JSCR.2015,30,M,G1,Healthy,Adult 18-59,24.63,5.6,,83.72,11.43,,Trained,1,,,Barbell,Bench press,Upper,80,Bilateral,Metronome,3,3,6,CON only,10.74,3.43,,,,,,,,115.99,31.08,93.56,26.56,NO,NO
Kelly.JSCR.2015,30,M,G1,Healthy,Adult 18-59,24.63,5.6,,83.72,11.43,,Trained,1,,,Barbell,Bench press,Upper,90,Bilateral,Metronome,3,3,6,CON only,4.67,2.34,,,,,,,,115.99,31.08,93.56,26.56,NO,NO
Adams.MSSE.2001,12,F,G1,Healthy,Adult 18-59,50.7,7,,82.8,13.1,,Untrained,,0,0,Machine,Leg press,Lower,70,Bilateral,,,,,ECC-CON,12.55,3.33,,,,105.2,64.4,1.271,,,,,,NO,NO
Adams.MSSE.2002,7,F,G2,Healthy,Adult 18-59,52,8,,90,4.8,,Untrained,,0,0,Machine,Leg press,Lower,70,Bilateral,,,,,ECC-CON,12.16,3.92,,,,117.6,43.3,1.306,,,,,,NO,NO
Adams.MSSE.2003,12,F,G1,Healthy,Adult 18-59,50.7,7,,82.8,13.1,,Untrained,,0,0,Barbell,Bench press,Upper,50,Bilateral,,,,,ECC-CON,19.18,6.92,,,,28.6,6.6,0.346,,,,,,NO,NO
Adams.MSSE.2004,7,F,G2,Healthy,Adult 18-59,52,8,,90,4.8,,Untrained,,0,0,Barbell,Bench press,Upper,50,Bilateral,,,,,ECC-CON,22.01,5.66,,,,30.6,9.7,0.34,,,,,,NO,NO
Kerksick.JSCR.2014,72,M,G1,Healthy,Adult 18-59,26.7,8,,78.5,14.8,,Trained,1,,,Barbell,Bench press,Upper,80,Bilateral,,,,,ECC-CON,8.7,3.1,,,,75.8,12.8,0.966,,,,,,YES,YES
Kerksick.JSCR.2014,66,M,G2,Healthy,Adult 18-59,24.5,6.9,,91.9,15.1,,Trained,1,,,Barbell,Bench press,Upper,80,Bilateral,,,,,ECC-CON,8.3,1.9,,,,124.2,14.6,1.351,,,,,,YES,YES
Kerksick.JSCR.2014,72,M,G1,Healthy,Adult 18-59,26.7,8,,78.5,14.8,,Trained,1,,,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,15.7,7.6,,,,145.9,31.5,1.859,,,,,,YES,YES
Kerksick.JSCR.2014,66,M,G2,Healthy,Adult 18-59,24.5,6.9,,91.9,15.1,,Trained,1,,,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,17,6.3,,,,324.1,76.7,3.527,,,,,,YES,YES
Klemp.ApplPhysiolNutrMetab.2016,8,M,G1,Healthy,Adult 18-59,23,3,,84.4,12.3,,Trained,2,,,Barbell,Squat,Lower,60,Bilateral,,,,,ECC-CON,19,3,,,,139.6,27.2,1.654,,,,,,NO,NO
Klemp.ApplPhysiolNutrMetab.2016,8,M,G2,Healthy,Adult 18-59,23,3,,84.4,12.3,,Trained,2,,,Barbell,Squat,Lower,60,Bilateral,,,,,ECC-CON,22,6,,,,145.5,17.9,1.724,,,,,,NO,NO
Klemp.ApplPhysiolNutrMetab.2016,8,M,G1,Healthy,Adult 18-59,23,3,,84.4,12.3,,Trained,2,,,Barbell,Bench press,Upper,60,Bilateral,,,,,ECC-CON,19,2,,,,123.6,31.7,1.465,,,,,,NO,NO
Klemp.ApplPhysiolNutrMetab.2016,8,M,G2,Healthy,Adult 18-59,23,3,,84.4,12.3,,Trained,2,,,Barbell,Bench press,Upper,60,Bilateral,,,,,ECC-CON,21,3,,,,117.4,13.9,1.391,,,,,,NO,NO
Kokkonen.MSSE.2007,19,Mixed,G1,Healthy,Adult 18-59,22,4,,67.5,10.8,,Untrained,,,,,Knee flexion,Lower,60,,,,,,ECC-CON,17.2,3.4,,,,44.7,14.5,0.662,,,,,,NO,NO
Kokkonen.MSSE.2007,19,Mixed,G1,Healthy,Adult 18-59,22,4,,67.5,10.8,,Untrained,,,,,Knee extension,Lower,60,,,,,,ECC-CON,18.5,3.1,,,,63.8,24.5,0.945,,,,,,NO,NO
Kokkonen.MSSE.2007,19,Mixed,G2,Healthy,Adult 18-59,22,4,,71.3,15.4,,Untrained,,,,,Knee flexion,Lower,60,,,,,,ECC-CON,19.5,4.1,,,,46.1,15.1,0.647,,,,,,NO,NO
Kokkonen.MSSE.2007,19,Mixed,G2,Healthy,Adult 18-59,22,4,,71.3,15.4,,Untrained,,,,,Knee extension,Lower,60,,,,,,ECC-CON,18.6,2.7,,,,69.7,21.5,0.978,,,,,,NO,NO
Kolind.EurJSportSci.2022,17,M,G1,Healthy,Adult 18-59,26.2,2.2,,88.5,12.3,,Trained,,,,Machine,Knee extension,Lower,20,Unilateral,Metronome,1.5,1.5,3,ECC-CON,41.3,16.8,,,,66.2,11.6,0.75,,,,,,NO,NO
Kraemer.CanJApplPhysiol.1999,7,M,G1,Healthy,Adult 18-59,24.7,3.8,,95.6,17.5,,Trained,,,,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,21,1.8,,,,299.5,28.7,3.133,,,,,,NO,NO
Kraemer.CanJApplPhysiol.1999,12,M,G2,Healthy,Adult 18-59,26.6,5.9,,79.5,9.2,,Untrained,,,,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,20.3,5.7,,,,156,16.6,1.962,,,,,,NO,NO
Kravitz.JSCR.2003,18,M,G1,Healthy,Youth <18,16.3,1.2,,82.4,21.9,,Trained,,1.7,0.97,Barbell,Squat,Lower,70,Bilateral,,,,,ECC-CON,13,3.18,,,,,,,,,,,,NO,NO
Kravitz.JSCR.2003,18,M,G1,Healthy,Youth <18,16.3,1.2,,82.4,21.9,,Trained,,1.7,0.97,Barbell,Bench press,Upper,70,Bilateral,,,,,ECC-CON,16,2.38,,,,,,,,,,,,NO,NO
Kravitz.JSCR.2003,18,M,G1,Healthy,Youth <18,16.3,1.2,,82.4,21.9,,Trained,,1.7,0.97,Barbell,Deadlift,Lower,80,Bilateral,,,,,ECC-CON,12,3.17,,,,,,,,,,,,NO,NO
Krzysztofik.SciReport.2021,18,M,G1,Healthy,Adult 18-59,25,2,,92.1,9.9,,Trained,,7.3,2.1,Barbell,Bench press,Upper,50,Bilateral,Max velocity,,,,ECC-CON,25.8,2.5,,,,140,17,1.52,,,,,,YES,NO
Laur.JSportsSci.2003,8,M,G1,Healthy,Adult 18-59,25.7,4.3,,87.5,15.1,,,,,,Machine,Knee flexion,Lower,60,Unilateral,,,,,ECC-CON,15.9,3.1,,,,34.3,7,0.392,,,,,,NO,NO
Laur.JSportsSci.2003,8,F,G2,Healthy,Adult 18-59,24.9,4.5,,62.9,9.4,,,,,,Machine,Knee flexion,Lower,60,Unilateral,,,,3,ECC-CON,14.1,1.9,,,,16.9,3.1,0.269,,,,,,NO,NO
Loenneke.IntJSportsMed.2011,15,Mixed,G1,Healthy,Adult 18-59,21.7,2.18,,78.3,21.84,,,,,,Machine,Knee extension,Lower,30,Bilateral,,,,,ECC-CON,27.86,6.12,,,,,,,,,,,,NO,NO
Machek.JSCR.2021,15,M,G1,Healthy,Adult 18-59,22.1,4.1,,87.8,7.8,,Trained,0.25,,,Machine,Knee extension,Lower,75,Unilateral,Metronome,1,1,2,ECC-CON,10,2,,,,169.2,34.3,1.927,,,,,,YES,YES
Mandic.ClinRehabil.2009,14,Mixed,G1,Patients,Elderly >59,63,11,,87.4,17.2,,Patients,,,,Machine,Chest press,Upper,80,Bilateral,,,,,ECC-CON,6.8,2.9,,,,33,16,0.378,,,,,,NO,NO
Mandic.ClinRehabil.2009,15,Mixed,G2,Patients,Elderly >59,59,11,,92.9,15.8,,Patients,,,,Machine,Chest press,Upper,80,Bilateral,,,,,ECC-CON,5.2,2.5,,,,40.8,14.7,0.439,,,,,,NO,NO
Mandic.ClinRehabil.2009,13,Mixed,G3,Patients,Elderly >59,62,13,,84.8,13.7,,Patients,,,,Machine,Chest press,Upper,80,Bilateral,,,,,ECC-CON,6.1,2.6,,,,43.8,16.6,0.517,,,,,,NO,NO
Mandic.ClinRehabil.2009,14,Mixed,G1,Patients,Elderly >59,63,11,,87.4,17.2,,Patients,,,,Machine,Knee extension,Lower,80,Bilateral,,,,,ECC-CON,9.6,3.8,,,,31,13.2,0.355,,,,,,NO,NO
Mandic.ClinRehabil.2009,15,Mixed,G2,Patients,Elderly >59,59,11,,92.9,15.8,,Patients,,,,Machine,Knee extension,Lower,80,Bilateral,,,,,ECC-CON,7.3,2.7,,,,41.8,16.8,0.45,,,,,,NO,NO
Mandic.ClinRehabil.2009,13,Mixed,G3,Patients,Elderly >59,62,13,,84.8,13.7,,Patients,,,,Machine,Knee extension,Lower,80,Bilateral,,,,,ECC-CON,8,2.2,,,,45.1,19.8,0.532,,,,,,NO,NO
Mangine.JSCR.2022,14,M,G1,Healthy,Adult 18-59,24.6,3,,85.7,14,,Trained,,7.6,3.7,Barbell,Bench press,Upper,80,Bilateral,Max velocity,,,,ECC-CON,9.62,1.45,,,,127,23,1.48,,,,,,YES,YES
Marchant.ResQExercSport.2011,17,M,G1,Healthy,Adult 18-59,20.82,1.42,,,,,Trained,1,,,Barbell,Bench press,Upper,75,Bilateral,,,,,ECC-CON,9.53,1.44,,,,95.29,19.56,,,,,,,NO,NO
Marchant.ResQExercSport.2011,17,M,G1,Healthy,Adult 18-59,20.82,1.42,,,,,Trained,1,,,Barbell,Squat,Lower,75,Bilateral,,,,,ECC-CON,9.77,0.96,,,,184.41,36.22,,,,,,,NO,NO
Martin.JIntSocSportsNutr.2017,,M,G1,Healthy,Adult 18-59,22,2.4,,84.8,9,,Trained,0.5,,,Machine,Knee flexion,Lower,30,Bilateral,Metronome,1.5,1.5,4.5,ECC-CON,73,27,,,,120,28,1.42,,,,,,NO,NO
Martin.JIntSocSportsNutr.2017,,M,G1,Healthy,Adult 18-59,22,2.4,,84.8,9,,Trained,0.5,,,Machine,Knee flexion,Lower,80,Bilateral,Metronome,1.5,1.5,4.5,ECC-CON,18,3,,,,120,28,1.42,,,,,,NO,NO
Martorelli.EurJTranslMyol.2017,30,F,G1,Healthy,Adult 18-59,22.3,3.8,,63.7,22.5,,Trained,0.5,,,Barbell,Biceps curl,Upper,70,Bilateral,Metronome,1,3,4,ECC-CON,11.58,4,,,,17.17,4.2,0.27,,,,,,NO,NO
Martorelli.EurJTranslMyol.2017,32,F,G2,Healthy,Adult 18-59,21.7,2.8,,60.2,13.5,,Trained,0.5,,,Barbell,Biceps curl,Upper,70,Bilateral,Metronome,1,3,4,ECC-CON,11.16,4.42,,,,16.44,2.95,0.273,,,,,,NO,NO
Martorelli.EurJTranslMyol.2017,27,F,G3,Healthy,Adult 18-59,21.6,3.3,,62.5,14.1,,Trained,0.5,,,Barbell,Biceps curl,Upper,70,Bilateral,Metronome,1,3,4,ECC-CON,10.32,2.74,,,,17.7,3.87,0.283,,,,,,NO,NO
Martorelli.JSCR.2015,15,M,G1,Healthy,Adult 18-59,23.07,3.92,,76.13,7.62,,Trained,0.5,,,Smith machine,Bench press,Upper,50,Bilateral,Metronome,1,3,4,ECC-CON,17.81,2.81,,,,,,,,,,,,YES,YES
Marx.MSSE.2001,12,F,G1,Healthy,Adult 18-59,23.2,4.5,,55.4,6.5,,Untrained,,0,0,Machine,Chest press,Upper,80,Bilateral,,,,,ECC-CON,9.6,0.8,,,,22.1,1.6,0.399,,,,,,NO,NO
Marx.MSSE.2001,12,F,G2,Healthy,Adult 18-59,22.6,3.7,,57.6,6.8,,Untrained,,0,0,Machine,Chest press,Upper,80,Bilateral,,,,,ECC-CON,9.5,0.5,,,,21.8,1.6,0.378,,,,,,NO,NO
Marx.MSSE.2001,10,F,G3,Healthy,Adult 18-59,22.2,5.7,,55.6,5.7,,Untrained,,0,0,Machine,Chest press,Upper,80,Bilateral,,,,,ECC-CON,10,0.9,,,,22.9,4.3,0.412,,,,,,NO,NO
Marx.MSSE.2001,12,F,G1,Healthy,Adult 18-59,23.2,4.5,,55.4,6.5,,Untrained,,0,0,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,11.2,1.3,,,,95.6,7.8,1.726,,,,,,NO,NO
Marx.MSSE.2001,12,F,G2,Healthy,Adult 18-59,22.6,3.7,,57.6,6.8,,Untrained,,0,0,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,11.3,1.7,,,,95.5,6.5,1.658,,,,,,NO,NO
Marx.MSSE.2001,10,F,G3,Healthy,Adult 18-59,22.2,5.7,,55.6,5.7,,Untrained,,0,0,Machine,Leg press,Lower,80,Bilateral,,,,,ECC-CON,11.7,1.5,,,,95.9,66,1.725,,,,,,NO,NO
Maszczyk.BiolSport.2019,36,M,G1,Healthy,Adult 18-59,,,,81.2,6.7,,Untrained,,,,Barbell,Bench press,Upper,70,Bilateral,Metronome,,,,ECC-CON,8,2,,,,112.3,12.5,1.38,,,,,,NO,NO
Maszczyk.BiolSport.2019,32,M,G2,Healthy,Adult 18-59,,,,67.3,6.9,,Trained,,3.7,0.92,Barbell,Bench press,Upper,70,Bilateral,Metronome,,,,ECC-CON,9,2,,,,67.3,6.9,1,,,,,,NO,NO
Maughan.EJAP.1986,12,M,G1,Healthy,Adult 18-59,20.3,0.5,,78,8,,Untrained,,,,Custom apparatus,Biceps curl,Upper,90,Bilateral,Metronome,,,6,ECC-CON,3.5,1.9,,,,,,,,,,,,NO,NO
Maughan.EJAP.1986,12,M,G1,Healthy,Adult 18-59,20.3,0.5,,78,8,,Untrained,,,,Custom apparatus,Biceps curl,Upper,80,Bilateral,Metronome,,,6,ECC-CON,8,2.6,,,,,,,,,,,,NO,NO
Maughan.EJAP.1986,12,M,G1,Healthy,Adult 18-59,20.3,0.5,,78,8,,Untrained,,,,Custom apparatus,Biceps curl,Upper,70,Bilateral,Metronome,,,6,ECC-CON,12,2.3,,,,,,,,,,,,NO,NO
Maughan.EJAP.1986,12,M,G1,Healthy,Adult 18-59,20.3,0.5,,78,8,,Untrained,,,,Custom apparatus,Biceps curl,Upper,60,Bilateral,Metronome,,,6,ECC-CON,20,6.6,,,,,,,,,,,,NO,NO
Maughan.EJAP.1986,12,M,G1,Healthy,Adult 18-59,20.3,0.5,,78,8,,Untrained,,,,Custom apparatus,Biceps curl,Upper,50,Bilateral,Metronome,,,6,ECC-CON,34.8,14.2,,,,,,,,,,,,NO,NO
Maughan.EJAP.1986,11,F,G2,Healthy,Adult 18-59,20.7,1.5,,59,6,,Untrained,,,,Custom apparatus,Biceps curl,Upper,90,Bilateral,Metronome,,,6,ECC-CON,3.7,2.2,,,,,,,,,,,,NO,NO
Maughan.EJAP.1986,11,F,G2,Healthy,Adult 18-59,20.7,1.5,,59,6,,Untrained,,,,Custom apparatus,Biceps curl,Upper,80,Bilateral,Metronome,,,6,ECC-CON,9.1,4.5,,,,,,,,,,,,NO,NO
Maughan.EJAP.1986,11,F,G2,Healthy,Adult 18-59,20.7,1.5,,59,6,,Untrained,,,,Custom apparatus,Biceps curl,Upper,70,Bilateral,Metronome,,,6,ECC-CON,17,6.2,,,,,,,,,,,,NO,NO
